43.23896869	38.48174168	10.41668789	0	0.1	6.7	0	3	0	0	0	0	0.2	0
50.77430397	49.84015356	18.75137079	0	0.3	9.25	0.05	0.35	0	0	0	0	0.05	0
54.18561165	55.10331932	11.37618065	0	7	2.75	0	0	0	0	0	0	0.25	0
62.66310664	43.1729556	10.56606025	0	7.45	2.55	0	0	0	0	0	0	0	0
75.81798974	20.52864656	9.061851569	0	8	1.1	0.25	0.65	0	0	0	0	0	0
83.55142032	11.26784763	5.548528484	0	8.05	0.5	0.15	1.3	0	0	0	0	0	0
90.48828897	0.797416757	2.058837481	0.9	0	0	0	3.2	0.3	5.5	0.1	0	0	0
44.36732381	34.63375235	20.22493423	0	0	2.85	0.1	7.05	0	0	0	0	0	0
50.70355685	48.92745546	26.26018798	0	0	8.6	0	1.4	0	0	0	0	0	0
58.15253449	44.0748129	28.58416098	0	0.35	7.1	2.35	0.2	0	0	0	0	0	0
62.42881391	38.57532216	14.94696072	0	5.6	4.1	0.3	0	0	0	0	0	0	0
75.59615391	20.99115652	12.06441339	0	8.1	0.75	0.65	0.5	0	0	0	0	0	0
83.48062859	10.80045033	7.587893815	0	8.35	0	0.1	1.45	0	0.1	0	0	0	0
90.51518183	0.626631085	2.805103915	0.7	0	0	0.15	2.55	0.2	6.15	0.25	0	0	0
44.27519834	32.94599073	23.05058668	0	0	2.05	0	7.95	0	0	0	0	0	0
51.3393201	46.47115127	31.68399548	0	0	7.55	0.85	1.6	0	0	0	0	0	0
55.0673037	49.87255307	34.87091155	0	0	8.4	1.35	0.25	0	0	0	0	0	0
63.81655414	34.97352223	35.01248876	0	0.4	1.65	7.7	0.25	0	0	0	0	0	0
74.21235505	20.83856461	16.86208642	0	5.9	0.65	2.35	1.1	0	0	0	0	0	0
83.29283653	12.31286434	11.49483857	0	8.35	0	0.6	1.05	0	0	0	0	0	0
91.23596866	2.700049762	3.635815875	1.15	0	0	0	4.7	0.4	3.75	0	0	0	0
42.01116633	38.96688007	20.47831682	0	0	4.6	0.1	5.3	0	0	0	0	0	0
49.20156622	44.47079456	29.92620638	0	0	6.3	0.05	3.65	0	0	0	0	0	0
59.3631118	36.0813897	46.52791598	0	0	0.1	9.25	0.65	0	0	0	0	0	0
63.22642865	35.13244013	34.29792015	0	0.05	1.9	7.35	0.7	0	0	0	0	0	0
65.17809692	29.67080417	45.92771243	0	0	0	9.5	0.5	0	0	0	0	0	0
78.09204304	13.07369596	27.11122056	0	0.85	0	7.55	1.25	0.35	0	0	0	0	0
81.33978559	11.92811478	14.47378594	0	7.05	0	1.75	1.2	0	0	0	0	0	0
89.16490377	3.00046053	4.295325707	0.6	0	0	0.1	4.6	0.5	4.2	0	0	0	0
41.08859221	23.98347936	21.40073138	0	0	0.25	0	9.75	0	0	0	0	0	0
50.48834327	34.43102314	32.50196277	0	0	0.95	1.55	7.5	0	0	0	0	0	0
61.35008014	28.50152993	52.62529463	0	0	0.1	9.5	0.4	0	0	0	0	0	0
68.56313424	21.40839173	53.97273355	0	0	0	9.7	0.3	0	0	0	0	0	0
78.02662843	10.9125536	31.63968655	0	0.55	0	8.05	1.3	0.1	0	0	0	0	0
81.83883219	11.12305864	17.3029674	0.2	5	0	3	1.7	0.1	0	0	0	0	0
88.81329892	2.666317294	5.401789054	0.7	0	0	0	5.4	0.9	3	0	0	0	0
41.21653812	16.15518844	19.57845924	0	0	0	0	10	0	0	0	0	0	0
49.25942613	23.13805418	31.26225612	0	0	0.25	0.1	9.65	0	0	0	0	0	0
60.62398706	25.26103374	42.16815478	0	0	0	7.5	2.5	0	0	0	0	0	0
68.43485731	21.05454183	45.26307525	0	0	0	9.5	0.5	0	0	0	0	0	0
72.42522807	16.79013811	45.38194343	0	0	0	9.1	0.9	0	0	0	0	0	0
82.47022127	9.448102199	19.33864199	0	3.15	0	5.3	1.3	0.25	0	0	0	0	0
89.38714451	2.227234179	6.555407257	0.75	0	0	0	5.4	1.5	2.35	0	0	0	0
41.6627111	12.44186798	20.56623793	0	0	0	0	10	0	0	0	0	0	0
49.54884772	19.11510556	33.3881088	0	0	0	0.05	9.95	0	0	0	0	0	0
